method,n_samples,imp_V0,imp_V1
Robust-CPI,250,3.1858492164319197,0.5439462569691765
Robust-CPI,500,1.9042126776486263,0.5979879862204673
Robust-CPI,1000,2.7404714893310476,0.6963606425427198
Robust-CPI,2000,2.554679952117772,0.6501614989051883
0.5*CPI,30,0.8304467173914013,0.43831025785318045
0.5*CPI,50,1.697539274924361,0.39866135988206003
0.5*CPI,100,2.928595634810567,0.8771120953480811
0.5*CPI,250,2.333005451858607,0.5123383542090724
0.5*CPI,500,2.610508565695379,0.6217431749131518
0.5*CPI,1000,2.4811008367671983,0.6460185705895092
0.5*CPI,2000,2.635517842978863,0.6766304311741442
PFI,30,1.0874154136000491,0.9994468334477962
PFI,50,2.901111106301898,1.508953260678424
PFI,100,3.515681875158365,1.863817021111897
PFI,250,2.656938103594797,1.234145206963041
PFI,500,2.761162048653466,1.3550615152317003
PFI,1000,2.7576482722408966,1.4069515333377514
PFI,2000,2.8608892225359654,1.4481457372566533
LOCO-W,30,1.3151737766390301,0.19776333398110066
LOCO-W,50,0.3911874695247703,0.04075030142585929
LOCO-W,100,0.7847670386736196,0.4319336661544243
LOCO-W,250,1.7359485876843868,0.17726806914628734
LOCO-W,500,1.999825541616733,0.40584508500487465
LOCO-W,1000,2.0549031103576536,0.45680870977992444
LOCO-W,2000,2.5312392031603745,0.5794080150636287
LOCO-HD,30,1.4230301339147962,0.5667001295406237
LOCO-HD,50,1.205052548151281,0.7282585983166857
LOCO-HD,100,1.3271971919728127,0.9220635019497279
LOCO-HD,250,1.517590514454576,0.694818986100655
LOCO-HD,500,1.6892731530919471,0.785676349237705
LOCO-HD,1000,1.590042667126383,0.791782191720952
LOCO-HD,2000,1.659685471121693,0.8325529565809154
Robust-CPI,30,0.8822670633710131,0.31741969302433765
Robust-CPI,50,1.290901855974062,0.4393510513871764
Robust-CPI,100,1.8415130026684188,0.8066517481053443
Robust-CPI,250,2.211285148217992,0.4798168708776419
Robust-CPI,500,2.9222510570219344,0.6270310765813524
Robust-CPI,1000,2.4997144448862083,0.6245058013282531
Robust-CPI,2000,2.759114081938731,0.6920209846080302
0.5*CPI,30,3.9010085355011657,1.0744713833142219
0.5*CPI,50,2.076701493317159,0.5448630441664758
0.5*CPI,100,1.9989557628390442,0.8139567795442821
0.5*CPI,250,2.7657439941870963,0.5570764836093708
0.5*CPI,500,2.7842874269912383,0.6805814736966349
0.5*CPI,1000,2.577625325498538,0.5455973273482223
0.5*CPI,2000,2.779374402737534,0.6980641154712574
PFI,30,3.469325573905705,1.3121892004686904
PFI,50,2.70306746226437,1.4098539353274342
PFI,100,2.4359031642547384,1.5875522250761214
PFI,250,3.3200265511238953,1.515751028799703
PFI,500,2.7431019521213855,1.3537845138107492
PFI,1000,2.9149611510923914,1.344389321848121
PFI,2000,2.9463521466575804,1.4766786624974633
LOCO-W,30,2.174581623442926,0.28413199977836046
LOCO-W,50,1.5101555210864412,1.1528872733043007
LOCO-W,100,2.1473004710411034,0.15881535495080626
LOCO-W,250,1.8881559417337102,0.40190518065141545
LOCO-W,500,2.309797121226675,0.4395963739980836
LOCO-W,1000,2.141527725778544,0.553945331350211
LOCO-W,2000,2.162962195687176,0.5190831422444798
LOCO-HD,30,1.883224791385752,0.9892553419664787
LOCO-HD,50,1.479577435770134,0.7069361060066066
LOCO-HD,100,1.5901321159626527,0.8192504251933146
LOCO-HD,250,1.5097539687084793,0.79453387391849
LOCO-HD,500,1.5921218270862822,0.838192532500212
LOCO-HD,1000,1.6392090994297883,0.7910920785392964
LOCO-HD,2000,1.6400986506551885,0.8132560603473878
Robust-CPI,30,3.4025527591208116,0.9700845175226764
Robust-CPI,50,2.265620339072697,0.5671030278051767
Robust-CPI,100,2.4556056487086595,0.6555742562989083
Robust-CPI,250,2.2412328614372985,0.5894360183441414
Robust-CPI,500,2.6053400061879803,0.7087179005955869
Robust-CPI,1000,2.6679318953937816,0.6181487904028504
Robust-CPI,2000,2.696562424561413,0.6672553950339912
0.5*CPI,30,1.2589410794043814,0.11430334873005236
0.5*CPI,50,4.847408327931376,1.2029436255742678
0.5*CPI,100,2.3926668153374004,0.34947972005311956
0.5*CPI,250,3.5578329942489018,0.40789726027913337
0.5*CPI,500,3.238958718234458,0.6826531587603182
0.5*CPI,1000,2.149985002654625,0.7025559980103643
0.5*CPI,2000,2.5850467014929874,0.701916173457167
PFI,30,2.84649605139264,1.0427834523555723
PFI,50,3.111741231984201,1.5669606825397797
PFI,100,2.5221459949416367,0.9143076599302713
PFI,250,3.308508396759477,1.1820443630729227
PFI,500,3.2300557515040977,1.4901766982616835
PFI,1000,2.5780066897708194,1.4820351062739168
PFI,2000,2.686745544043335,1.422487132386653
LOCO-W,30,2.248044015264591,0.041153967257972664
LOCO-W,50,1.769157265418883,0.3189423897538175
LOCO-W,100,1.4176585901797119,0.14299012270174066
LOCO-W,250,2.668337446428807,0.2189771930153361
LOCO-W,500,2.4110805480896578,0.3348035592496706
LOCO-W,1000,2.0250299973362273,0.46191745890328917
LOCO-W,2000,2.2615515533495074,0.5103467039591755
LOCO-HD,30,1.46805861482405,0.5014008069820811
LOCO-HD,50,2.076077337937983,0.9696883052834602
LOCO-HD,100,1.6588129732015455,0.7269794698138161
LOCO-HD,250,1.7639067740205,0.723375597510445
LOCO-HD,500,1.73414688902086,0.8246552802544952
LOCO-HD,1000,1.5592308164489435,0.8167253316958586
LOCO-HD,2000,1.6144508919484397,0.8279231793562147
Robust-CPI,30,1.53540910382404,0.1564799543951361
Robust-CPI,50,4.08355252525736,0.9284701734366222
Robust-CPI,100,2.7818371774996034,0.5641796639403674
Robust-CPI,250,3.026266372262777,0.4617328130441707
Robust-CPI,500,3.05037339648072,0.6953649421890485
Robust-CPI,1000,2.3670386451827485,0.6570015867570004
Robust-CPI,2000,2.5655952021535047,0.6756366900944856
0.5*CPI,30,2.798030217291135,0.49111488380173957
0.5*CPI,50,2.6386592203224626,0.6216609921040769
0.5*CPI,100,3.0385864044880697,0.6940751672480159
0.5*CPI,250,2.5042298557141276,0.6952443231363429
0.5*CPI,500,3.033425888516532,0.7840542792170155
0.5*CPI,1000,2.4586512977235495,0.5830954602339565
0.5*CPI,2000,2.5419538679917473,0.5884198996909527
PFI,30,3.6736183622110197,1.5655933105464892
PFI,50,3.173565091435599,1.5891899952631487
PFI,100,2.9211757261999867,1.4040695154677152
PFI,250,2.7624551966942112,1.448307142749264
PFI,500,2.841834512115733,1.448054751739399
PFI,1000,2.739870823079359,1.3360813293186884
PFI,2000,2.805006745739704,1.3478144888593397
LOCO-W,30,0.42752074584053423,1.5128438168948972
LOCO-W,50,1.3522409769764807,-0.925765188666846
LOCO-W,100,1.9107697003192385,0.227919133362811
LOCO-W,250,1.9800327534396187,0.4174500333974632
LOCO-W,500,2.276585408337987,0.6270253394530428
LOCO-W,1000,2.0136368165668745,0.5142822643623094
LOCO-W,2000,2.353217058005796,0.544348322037742
LOCO-HD,30,1.5198664678714593,0.7920130750815824
LOCO-HD,50,1.6719200044937037,0.8818271208504339
LOCO-HD,100,1.680843255387107,0.8920351409880064
LOCO-HD,250,1.5516136905560385,0.8287494267200678
LOCO-HD,500,1.6385777653171327,0.8777893410726045
LOCO-HD,1000,1.6113845283832884,0.8173666645151175
LOCO-HD,2000,1.5819305912093182,0.7585257052972707
Robust-CPI,30,1.8298703306003712,0.45744166483293214
Robust-CPI,50,2.7154785632637655,0.7402856930438881
Robust-CPI,100,2.7443876342991307,0.6035598847976535
Robust-CPI,250,2.274716796156199,0.6397486501805193
Robust-CPI,500,2.6722114971824964,0.7669317617885636
Robust-CPI,1000,2.629249079526426,0.6614078326340889
Robust-CPI,2000,2.4548071457668836,0.5808471512534831
0.5*CPI,30,3.660168172773798,0.7366418817344949
0.5*CPI,50,3.8002231632177605,0.48837115846279106
0.5*CPI,100,2.5405250260131504,1.0471584994805854
0.5*CPI,250,2.099094160294937,0.6689836067532531
0.5*CPI,500,2.3885723522251476,0.5462396081272601
0.5*CPI,1000,2.646373870712744,0.7667456513346791
0.5*CPI,2000,2.4399585861928954,0.6468701508596381
PFI,30,2.846256781354465,0.9753279629633043
PFI,50,3.9872088204250575,1.583302748549014
PFI,100,2.7474692973503996,1.7703040901914349
PFI,250,2.596134560559831,1.4745189386918505
PFI,500,2.6978087504540453,1.2941202294260414
PFI,1000,2.7942442060537394,1.5178073915711077
PFI,2000,2.7584714038793967,1.4213950763350938
LOCO-W,30,-0.4610684140313415,0.2683003498164479
LOCO-W,50,1.1448265080097046,0.32509293151265867
LOCO-W,100,1.2407230145270485,0.2633556804416526
LOCO-W,250,1.246217559101829,0.34992749791049693
LOCO-W,500,2.3959884259315696,0.4498537417611537
LOCO-W,1000,2.1827164817983244,0.5166202980626129
LOCO-W,2000,2.3061053932099758,0.5455982392198652
LOCO-HD,30,2.017158349483229,0.9026289062294298
LOCO-HD,50,1.9136523542530797,0.8501783567060642
LOCO-HD,100,1.3982727398320713,0.9320712637170289
LOCO-HD,250,1.5090696782384507,0.8450662701556204
LOCO-HD,500,1.5982779700672196,0.7944241496852809
LOCO-HD,1000,1.5857855627494561,0.8548286494647827
LOCO-HD,2000,1.5653023146891325,0.7788270126507687
Robust-CPI,30,4.002689604200027,0.7094879169948809
Robust-CPI,50,3.648034367149594,0.6759410529439087
Robust-CPI,100,2.02144375909192,0.8667898417484872
Robust-CPI,250,2.2380564150571094,0.7034925566664952
Robust-CPI,500,2.4969584506367974,0.6163276475019762
Robust-CPI,1000,2.483334096389446,0.7286588275394741
Robust-CPI,2000,2.413615463553668,0.6053792433927694
