method,intra_cor,imp_V0,imp_V1
PFI,0.1,3.2036457117414794,1.0934488795390351
PFI,0.2,2.6141377706412054,1.3591453866990182
PFI,0.3,2.7113075946569656,1.5350954774710104
PFI,0.5,2.4362182390319758,1.5138091978346562
PFI,0.65,3.37973581559656,1.1933517754414698
PFI,0.85,2.887038300750438,1.2497647721842955
LOCO-W,0.0,2.714876099557945,0.434863837017212
LOCO-W,0.05,4.0754215961063185,0.24281616427342942
LOCO-W,0.1,2.4052989088212566,0.40301630932082405
LOCO-W,0.2,1.8160723093732116,0.9946952428815474
LOCO-W,0.3,2.344619486110458,0.3882413272814052
LOCO-W,0.5,0.9341548328070644,0.5172202662771788
LOCO-W,0.65,1.9540976243441803,0.172589373248613
LOCO-W,0.85,0.6834473236703962,0.1318475733271442
LOCO-HD,0.0,5.536572454387007,1.3767432897620624
LOCO-HD,0.05,4.919257855957824,1.1647031468375422
LOCO-HD,0.1,3.9091928301643586,0.7160431941540614
LOCO-HD,0.2,2.9682230727894767,0.9943243923023076
LOCO-HD,0.3,3.080026343664436,1.0807284578832426
LOCO-HD,0.5,2.860349657588436,1.006168080944062
LOCO-HD,0.65,2.6522834824320523,0.43500274788631904
LOCO-HD,0.85,1.1557075073088867,0.2732679156843095
Robust-CPI,0.0,5.734777511976863,1.4391531182432362
Robust-CPI,0.05,4.155315297790386,1.185538359753753
Robust-CPI,0.1,4.088017821863739,0.7348429958272283
Robust-CPI,0.2,2.5586716915821683,0.9498392969786781
Robust-CPI,0.3,3.01518405455035,1.104656719845568
Robust-CPI,0.5,2.6291383982531813,0.9812854653467391
Robust-CPI,0.65,2.626643243785745,0.4624433198147829
Robust-CPI,0.85,1.16532457726921,0.274121253205543
0.5*CPI,0.0,4.074874573467813,1.103610865308977
0.5*CPI,0.05,2.4278953495028444,1.2059085195228667
0.5*CPI,0.1,2.4555130866246877,0.9991902656144794
0.5*CPI,0.2,3.478585620491437,0.767479376618659
0.5*CPI,0.3,4.828275625706088,0.41741887914590425
0.5*CPI,0.5,3.4353893085815863,0.41766400409731175
0.5*CPI,0.65,0.8449164234601054,0.4666913518968567
0.5*CPI,0.85,1.6219133437487607,0.3991912893733052
PFI,0.0,2.854645066454471,1.4855406676129101
PFI,0.05,2.168450656720957,1.560832854542226
PFI,0.1,2.215982441489294,1.4135397992708285
PFI,0.2,2.694738232034205,1.2613761472207436
PFI,0.3,3.107360125328129,0.9135555021775722
PFI,0.5,3.510966443209894,1.343662932488373
PFI,0.65,2.022146846326566,1.3566983825000576
PFI,0.85,2.9653187725655465,1.487105221279969
LOCO-W,0.0,2.1154613897786363,0.5144092927886442
LOCO-W,0.05,3.404272332284764,0.5072853496004109
LOCO-W,0.1,2.5280628013751856,0.23918517123747018
LOCO-W,0.2,1.9943761231779906,0.3524988032986991
LOCO-W,0.3,1.5889825011534144,0.147271616819307
LOCO-W,0.5,3.0438097871048115,0.1858784601010035
LOCO-W,0.65,1.0491495653821634,0.32204425469875286
LOCO-W,0.85,0.7390906747407135,0.09699881954384527
LOCO-HD,0.0,4.345422370355623,0.9783493020395989
LOCO-HD,0.05,4.03570265007639,1.0855197806682553
LOCO-HD,0.1,4.17150287407543,0.9745194917089269
LOCO-HD,0.2,3.1438042248375684,0.607454537324937
LOCO-HD,0.3,4.6627161849639895,0.6232593830632646
LOCO-HD,0.5,3.8721050047385273,0.5718053924424714
LOCO-HD,0.65,1.2975544809541106,0.671387166866223
LOCO-HD,0.85,1.387026185298863,0.3565053591334242
Robust-CPI,0.0,4.232901349282251,0.9660959071377346
Robust-CPI,0.05,3.673069210647927,1.074035274192472
Robust-CPI,0.1,4.021372301182786,0.9318690847724004
Robust-CPI,0.2,3.5153839781420446,0.6065253101302308
Robust-CPI,0.3,4.503971177562993,0.5476817403353869
Robust-CPI,0.5,3.849259516288228,0.45442409807075496
Robust-CPI,0.65,1.2578868018061276,0.5575852939938198
Robust-CPI,0.85,1.3376281903485059,0.3644911731318682
0.5*CPI,0.0,4.368422142004032,0.9441811652859878
0.5*CPI,0.05,1.987969936051195,2.0924338067741948
0.5*CPI,0.1,4.5423296250720275,0.6670305360675903
0.5*CPI,0.2,2.7760774229582577,0.8734557228587325
0.5*CPI,0.3,4.157886735146313,0.5473098724849607
0.5*CPI,0.5,2.4050347402872205,1.0414045784610015
0.5*CPI,0.65,1.7927624528247776,0.4892199480737532
0.5*CPI,0.85,1.3984604660991427,0.37806566892625876
PFI,0.0,2.9104841961203713,1.3590581420770742
PFI,0.05,2.1248656872593754,2.0775805837504646
PFI,0.1,2.863356557879978,1.1154518041607873
PFI,0.2,2.559741677224993,1.4280760649467248
PFI,0.3,2.8835358842390737,1.046068376920604
PFI,0.5,1.9785312302401024,1.5267429396368843
PFI,0.65,2.9445115547866663,1.5387424514880697
PFI,0.85,2.696199999556986,1.419052449867459
LOCO-W,0.0,2.598070721969346,0.3788895082525981
LOCO-W,0.05,3.629963408704123,0.5616423452885029
LOCO-W,0.1,3.362313278131767,0.17959948701117756
LOCO-W,0.2,3.0877657205599056,0.6523988193857396
LOCO-W,0.3,2.339540335913416,0.23749536656658396
LOCO-W,0.5,1.3525712594683528,0.4686615031304085
LOCO-W,0.65,1.134353032887725,0.37253937104981383
LOCO-W,0.85,0.2676105610685258,0.05687487884500024
LOCO-HD,0.0,3.8425985926198285,0.865487912678144
LOCO-HD,0.05,2.7376056844917906,1.7921624221238919
LOCO-HD,0.1,5.384874941587,0.6720017199585915
LOCO-HD,0.2,2.7430906275619455,0.7945611198165069
LOCO-HD,0.3,4.340856166608851,0.46877690293687424
LOCO-HD,0.5,2.1730749463523136,0.8230986647899221
LOCO-HD,0.65,2.173769780597801,0.5171779181954812
LOCO-HD,0.85,1.1541377096562415,0.3284943476831444
Robust-CPI,0.0,3.7919286493308486,0.9063297222087346
Robust-CPI,0.05,2.4322691809904886,1.7654259147457836
Robust-CPI,0.1,5.1084977077909235,0.632409364686434
Robust-CPI,0.2,2.73459714439593,0.7769480933660252
Robust-CPI,0.3,4.179834432829539,0.5241859507361241
Robust-CPI,0.5,2.2297852703335015,0.8377385802938433
Robust-CPI,0.65,1.9695005801970082,0.5109355941831905
Robust-CPI,0.85,1.1811715460108052,0.328440881501107
0.5*CPI,0.0,4.997312271647544,0.570169071668163
0.5*CPI,0.05,3.7960001366299023,1.278324468970749
0.5*CPI,0.1,3.506595344037287,0.8776245659712203
0.5*CPI,0.2,4.972908297081874,0.8453573460392417
0.5*CPI,0.3,4.050033502442977,1.00800894412953
0.5*CPI,0.5,1.606169593761573,0.8666429532809498
0.5*CPI,0.65,2.5552378136768157,0.4733527183401713
0.5*CPI,0.85,1.1888348116431862,0.2600824614657578
PFI,0.0,3.1613023276338197,1.0677408845034453
PFI,0.05,2.7552403771480916,1.5988343636857145
PFI,0.1,2.757662469861743,1.3790713151165326
PFI,0.2,3.1535014373736177,1.3000774236989125
PFI,0.3,2.9998340044978704,1.4938368834060358
PFI,0.5,2.095197384261117,1.467239142870228
PFI,0.65,2.7383697241914544,1.0455893692765859
PFI,0.85,3.4301301076986297,1.6522279671371072
LOCO-W,0.0,2.8358802588648913,0.4507141641317479
LOCO-W,0.05,1.550470540451362,0.3409529454833703
LOCO-W,0.1,2.999879682093754,0.4104083367062764
LOCO-W,0.2,2.676515522158819,0.39237231890883933
LOCO-W,0.3,1.0836444956248665,0.4101257495801666
LOCO-W,0.5,2.1946094543668186,0.6436025102573406
LOCO-W,0.65,1.0195292103074773,0.24027104107534136
LOCO-W,0.85,0.8909957974206616,0.0643934141209539
LOCO-HD,0.0,5.226521456685332,0.5384824445031979
LOCO-HD,0.05,3.6147989916551406,1.0718355559491566
LOCO-HD,0.1,3.6038169464427097,0.7510730824038627
LOCO-HD,0.2,5.023638190761576,1.27962691012642
LOCO-HD,0.3,3.7827930229505635,0.9712310715983725
LOCO-HD,0.5,2.019498012191786,1.0034178171180255
LOCO-HD,0.65,2.6544296662443467,0.6002511026354499
LOCO-HD,0.85,1.252809382554314,0.2608839325924426
Robust-CPI,0.0,4.7277060851678465,0.5362134645627514
Robust-CPI,0.05,3.649557943953897,1.0429348448830391
Robust-CPI,0.1,3.5332301178896093,0.7227545843777264
Robust-CPI,0.2,5.449833254373816,1.281230781273884
Robust-CPI,0.3,3.7369522339577133,1.0105816124968179
Robust-CPI,0.5,1.8302816181678432,0.9475063881030081
Robust-CPI,0.65,2.81349784953385,0.6327102783259353
Robust-CPI,0.85,1.2420062162870438,0.2740501871320812
0.5*CPI,0.0,2.6233772230839754,1.1557655316306206
0.5*CPI,0.05,3.1464482057319567,1.673290104141041
0.5*CPI,0.1,2.109483574984476,1.6964395383997868
0.5*CPI,0.2,6.734986898084013,1.2312439717641768
0.5*CPI,0.3,4.629532513945479,1.158096848428224
0.5*CPI,0.5,3.6169189111524327,0.7059707888155053
0.5*CPI,0.65,4.066528149791203,0.848067803359091
0.5*CPI,0.85,0.9953442216358181,0.2403771050308124
PFI,0.0,2.2903835975070703,1.5201761164340502
PFI,0.05,2.508414549246741,1.8292160064609941
PFI,0.1,2.053874702182585,1.8418391994006433
PFI,0.2,3.669971058204319,1.5690564140965673
PFI,0.3,3.0427034408942615,1.521736891944336
PFI,0.5,2.4159768957350147,1.122047816212666
PFI,0.65,3.6333215820697564,1.6877098874824499
PFI,0.85,3.3331831300241217,1.6298633654637336
LOCO-W,0.0,2.188350530936138,0.4390564917840044
LOCO-W,0.05,2.342667424069169,0.39172149531194184
LOCO-W,0.1,2.6628994520268674,0.5859694452486296
LOCO-W,0.2,2.7843912497216685,0.49854341856637685
LOCO-W,0.3,2.9102196401624205,0.14468693059196033
LOCO-W,0.5,1.0945297156999856,0.18568138902370937
LOCO-W,0.65,1.4718159968089912,0.4931397705074398
LOCO-W,0.85,0.22750400487985284,0.09839568475272434
LOCO-HD,0.0,3.5871608750004174,0.9761467988114213
LOCO-HD,0.05,3.6807160565616583,1.6431454028594787
LOCO-HD,0.1,2.4910296249876867,1.434589200264266
LOCO-HD,0.2,5.417400843741434,1.096737603380024
LOCO-HD,0.3,4.368009891627226,0.9168891735360685
LOCO-HD,0.5,4.413105870855674,0.8711624264667401
LOCO-HD,0.65,4.463703094524809,0.7215055554043945
LOCO-HD,0.85,0.9858868902245834,0.23718286852199108
Robust-CPI,0.0,3.647730032628989,1.0305165451856806
Robust-CPI,0.05,2.8616618647725574,1.420879459855372
Robust-CPI,0.1,2.5704359263978227,1.3731462341773166
Robust-CPI,0.2,5.49953291820528,1.1253889763168172
Robust-CPI,0.3,4.2409632053633475,0.9753369768610599
Robust-CPI,0.5,4.301915505710771,0.7744692533145472
Robust-CPI,0.65,4.732960696570589,0.75656804683029
Robust-CPI,0.85,0.9830005632038353,0.23915476314788434
0.5*CPI,0.0,3.9264659937344693,0.9830025853744672
0.5*CPI,0.05,1.743406327017555,0.8590290711604892
0.5*CPI,0.1,2.710986326704321,1.0086742997105345
0.5*CPI,0.2,3.7738928508047294,0.7017577807716102
0.5*CPI,0.3,2.976432775908128,0.48810414469282937
0.5*CPI,0.5,3.9145147045069018,0.8135884681318261
0.5*CPI,0.65,3.1923997591655007,0.4869839981371328
0.5*CPI,0.85,0.6240348245640545,0.17351582816747596
PFI,0.0,2.8021353509101417,1.401970087845837
PFI,0.05,1.8671544652327614,1.3106007363840413
PFI,0.1,2.3283849116517836,1.4202059180910422
PFI,0.2,2.7484280407621755,1.154571217976326
PFI,0.3,2.607661606997959,1.0577307784934058
PFI,0.5,2.9899981443631454,1.3432831476807312
PFI,0.65,3.670207610099993,1.526077133688549
PFI,0.85,2.278989187549982,1.229647181615542
LOCO-W,0.0,2.259087231521289,0.31871336545087947
LOCO-W,0.05,1.7215633330703435,0.11011099803389544
LOCO-W,0.1,2.5107914051672533,0.43300422783328707
LOCO-W,0.2,3.183783610078325,0.5091300761376709
LOCO-W,0.3,1.2172067251327834,0.3171744915562549
LOCO-W,0.5,3.071256770505064,0.2701568914500094
LOCO-W,0.65,1.0628312037806167,0.2758590821131363
LOCO-W,0.85,0.4482557762553564,0.022869511822988613
LOCO-HD,0.0,4.423011605659876,0.924574577033216
LOCO-HD,0.05,2.4816642809986478,0.906190386842623
LOCO-HD,0.1,3.4677908406704265,0.967862379701395
LOCO-HD,0.2,3.7383147266141425,0.787732951938856
LOCO-HD,0.3,2.6922838254023618,0.7217237652594535
LOCO-HD,0.5,3.413130403143698,0.8498368659407878
LOCO-HD,0.65,3.3055729062515082,0.7545683729660022
LOCO-HD,0.85,0.7220030159898535,0.17380702237618523
Robust-CPI,0.0,3.877259867495842,0.7660368401398978
Robust-CPI,0.05,1.5805240176175939,0.8284868235349491
Robust-CPI,0.1,3.6407335583871316,0.898432064405801
Robust-CPI,0.2,3.655823242500619,0.7773489857169281
Robust-CPI,0.3,2.6146026455253706,0.7242881686057056
Robust-CPI,0.5,3.4982718090699843,0.8536220067783743
Robust-CPI,0.65,3.457638759593157,0.7425096950151322
Robust-CPI,0.85,0.6296276170080721,0.14411807271329685
0.5*CPI,0.0,2.637358511879779,1.5289379172079143
0.5*CPI,0.05,1.9860849670250205,1.0177375671723534
0.5*CPI,0.1,3.397604317261296,0.4315812413269747
0.5*CPI,0.2,3.2969041226910103,1.425402702981854
0.5*CPI,0.3,4.3605495699316466,0.9237814420158699
0.5*CPI,0.5,4.073891047768248,0.640928616476343
0.5*CPI,0.65,1.8834158785706767,0.5023719920360737
0.5*CPI,0.85,1.097239408311473,0.3277429896984499
PFI,0.0,2.296511150480946,1.748514252278177
PFI,0.05,1.9929026933816807,1.4265731420846457
PFI,0.1,2.6699727962834996,0.9386141415302782
PFI,0.2,2.9877284695088666,1.8651232044532182
PFI,0.3,2.993966587833617,1.35893255431766
PFI,0.5,3.4873856053495267,1.3802694947311154
PFI,0.65,3.441071141486327,1.72701801622247
PFI,0.85,3.4237072329263056,1.7476512593230467
LOCO-W,0.0,2.2576372757356578,0.5962998302242428
LOCO-W,0.05,2.594117184307445,0.6174919478766878
LOCO-W,0.1,2.9537873132040557,0.2750936312642567
LOCO-W,0.2,3.2640489314020784,0.37277024199770886
LOCO-W,0.3,3.020773809217531,0.4925882210440958
LOCO-W,0.5,1.8094407121914764,0.3053939934406455
LOCO-W,0.65,1.095782732397421,0.16471132618252526
LOCO-W,0.85,0.38406325553072135,0.07700203958037953
LOCO-HD,0.0,2.6812336868470323,1.6291208707152625
LOCO-HD,0.05,2.051133789701964,1.3202839760807459
LOCO-HD,0.1,3.8780383648232015,0.40954965348200156
LOCO-HD,0.2,3.3195338919649964,1.4917210065807813
LOCO-HD,0.3,3.513547662120523,0.9093000827907909
LOCO-HD,0.5,3.2392729814132135,0.763306011992675
LOCO-HD,0.65,2.0541474006598115,0.4605664028119752
LOCO-HD,0.85,1.2689001155959907,0.37503337075001886
Robust-CPI,0.0,2.9685974744248482,1.5572788475303108
Robust-CPI,0.05,2.1257848124542886,1.2958318913706526
Robust-CPI,0.1,3.594997110355995,0.4067390488909876
Robust-CPI,0.2,3.219677654080686,1.5231060588758325
Robust-CPI,0.3,3.556437277387899,0.9265668620902108
Robust-CPI,0.5,3.090765978513513,0.7102100802592587
Robust-CPI,0.65,2.0860835730367757,0.474026138250418
Robust-CPI,0.85,1.2824394391880714,0.37298942465925483
0.5*CPI,0.0,3.1193755371582172,1.0927455407395055
0.5*CPI,0.05,3.6400641248078807,1.279147484944938
0.5*CPI,0.1,3.0292201483858623,0.9553933675938779
0.5*CPI,0.2,2.941643546408683,0.7648372428568126
0.5*CPI,0.3,1.5863248357120345,0.940272223201407
0.5*CPI,0.5,1.3051858699980288,0.9142686423989999
0.5*CPI,0.65,1.7472909584624003,0.6056898196321475
0.5*CPI,0.85,1.4520211641848717,0.41138256728978784
PFI,0.0,2.497582246537602,1.4781737001061015
PFI,0.05,2.6980248957861317,1.5993207090797044
PFI,0.1,2.3750910486328167,1.348819609873187
PFI,0.2,2.4670296349772944,1.2366778960815712
PFI,0.3,1.781012603249959,1.3711487229541313
PFI,0.5,1.8616277788554187,1.517058131217097
PFI,0.65,2.450842976973364,1.4411623402980105
PFI,0.85,3.293934960879174,1.749185258351789
LOCO-W,0.0,3.044165825731238,0.40519436426530164
LOCO-W,0.05,2.952810575588454,0.7373788857001876
LOCO-W,0.1,2.7354278377337504,1.2515248328402724
LOCO-W,0.2,2.2404728207791056,0.5876603530862945
LOCO-W,0.3,2.7524265821211578,0.32375147968905493
LOCO-W,0.5,2.265421973633986,0.35719467215548906
LOCO-W,0.65,0.9466252799334383,0.4208320025040951
LOCO-W,0.85,0.4651306966144368,0.1421545091407736
LOCO-HD,0.0,3.6014305523204566,1.2496298746215524
LOCO-HD,0.05,4.783585336140639,1.4704761180976595
LOCO-HD,0.1,3.117957907542785,0.8003012872250012
LOCO-HD,0.2,3.8050989300725173,0.8314630863122433
LOCO-HD,0.3,2.568272118643179,0.9691883746252139
LOCO-HD,0.5,2.342875232862049,1.059298342356073
LOCO-HD,0.65,2.3866578347660856,0.6381875305453389
LOCO-HD,0.85,1.386390032702166,0.4193893606548353
Robust-CPI,0.0,3.5438898157658563,1.2384357134725203
Robust-CPI,0.05,4.821134160840743,1.5178441405890668
Robust-CPI,0.1,3.170263141924486,0.8457483309151158
Robust-CPI,0.2,3.932967135334627,0.7428326752345212
Robust-CPI,0.3,2.9629773157034496,1.0048025280832864
Robust-CPI,0.5,1.7911332220359197,1.0250884892527443
Robust-CPI,0.65,2.146408523724001,0.627920367014052
Robust-CPI,0.85,1.260113903741095,0.388091291713464
